first_date,days_since,active_users
2020-01-17,52,5
2020-01-17,53,2
2020-01-17,54,1
2020-01-17,55,1
2020-01-17,56,4
2020-01-17,57,4
2020-01-17,58,1
2020-01-17,59,2
2020-01-17,60,2
2020-01-17,62,2
2020-01-17,63,5
2020-01-17,64,1
2020-01-17,65,1
2020-01-17,67,6
2020-01-17,68,3
2020-01-17,70,2
2020-01-17,72,4
2020-01-17,75,1
2020-01-17,76,1
2020-01-17,77,1
2020-01-17,78,3
2020-01-17,80,1
2020-01-17,82,3
2020-01-17,84,2
2020-01-17,85,1
2020-01-17,86,1
2020-01-17,87,1
2020-01-17,88,2
2020-01-17,92,1
2020-01-17,93,2
2020-01-17,95,2
2020-01-17,96,1
2020-01-17,99,2
2020-01-17,100,2
2020-01-17,102,2
2020-01-17,106,1
2020-01-17,107,2
2020-01-17,109,3
2020-01-17,110,1
2020-01-17,111,1
2020-01-17,112,1
2020-01-17,115,2
2020-01-17,116,1
2020-01-17,117,2
2020-01-17,119,3
2020-01-17,120,1
2020-01-17,121,2
2020-01-17,122,2
2020-01-17,123,3
2020-01-17,124,3
2020-01-17,125,2
2020-01-17,126,1
2020-01-17,127,2
2020-01-17,128,2
2020-01-17,129,7
2020-01-17,130,2
2020-01-17,131,3
2020-01-17,132,4
2020-01-17,133,3
2020-01-17,134,1
2020-01-17,135,6
2020-01-17,136,5
2020-01-17,137,2
2020-01-17,138,8
2020-01-17,139,2
2020-01-17,140,5
2020-01-17,141,5
2020-01-17,142,5
2020-01-17,143,1
2020-01-17,144,3
2020-01-17,145,3
2020-01-17,147,7
2020-01-17,148,5
2020-01-17,149,3
2020-01-17,150,1
2020-01-17,151,3
2020-01-17,152,3
2020-01-17,153,4
2020-01-17,154,2
2020-01-17,155,4
2020-01-17,156,2
2020-01-17,157,3
2020-01-17,158,8
2020-01-17,160,5
2020-01-17,161,5
2020-01-17,162,1
2020-01-17,163,1
2020-01-17,164,1
2020-01-17,165,6
2020-01-17,166,3
2020-01-17,167,2
2020-01-17,168,3
2020-01-17,169,2
2020-01-17,171,1
2020-01-17,172,1
2020-01-17,173,4
2020-01-17,175,2
2020-01-17,176,1
2020-01-17,177,2
2020-01-17,180,1
2020-01-17,181,3
2020-01-17,182,1
2020-01-17,183,1
2020-01-17,185,2
2020-01-17,186,3
2020-01-17,187,3
2020-01-17,188,1
2020-01-17,189,1
2020-01-17,190,1
2020-01-17,192,2
2020-01-17,193,2
2020-01-17,194,2
2020-01-17,195,2
2020-01-17,196,4
2020-01-17,199,1
2020-01-17,200,1
2020-01-17,201,2
2020-01-17,202,1
2020-01-17,204,1
2020-01-17,205,1
2020-01-17,206,1
2020-01-17,207,1
2020-01-17,208,3
2020-01-17,210,1
2020-01-17,212,2
2020-01-17,213,3
2020-01-17,214,4
2020-01-17,215,1
2020-01-17,216,4
2020-01-17,217,2
2020-01-17,219,1
2020-01-17,220,3
2020-01-17,221,3
2020-01-17,222,1
2020-01-17,223,2
2020-01-17,224,7
2020-01-17,225,1
2020-01-17,226,1
2020-01-17,227,3
2020-01-17,228,3
2020-01-17,229,4
2020-01-17,230,4
2020-01-17,231,2
2020-01-17,234,2
2020-01-17,235,2
2020-01-17,236,2
2020-01-17,238,4
2020-01-17,241,2
2020-01-17,242,3
2020-01-17,243,3
2020-01-17,244,1
2020-01-17,247,1
2020-01-17,248,3
2020-01-17,249,5
2020-01-17,250,2
2020-01-17,251,1
2020-01-17,255,3
2020-01-17,256,1
2020-01-17,263,3
2020-01-17,265,1
2020-01-17,267,3
2020-01-17,268,1
2020-01-17,270,1
2020-01-17,272,1
2020-01-17,275,1
2020-01-17,279,2
2020-01-17,282,2
2020-01-17,283,2
2020-01-17,285,1
2020-01-17,290,1
2020-01-17,291,1
2020-01-17,292,1
2020-01-17,294,1
2020-01-17,296,1
2020-01-17,297,1
2020-01-17,300,1
2020-01-17,302,1
2020-01-17,303,2
2020-01-17,304,1
2020-01-17,306,1
2020-01-17,307,2
2020-01-18,0,412
2020-01-18,1,7
2020-01-18,2,2
2020-01-18,3,1
2020-01-18,4,2
2020-01-18,6,3
2020-01-18,7,6
2020-01-18,8,4
2020-01-18,9,5
2020-01-18,10,4
2020-01-18,11,3
2020-01-18,12,5
2020-01-18,13,5
2020-01-18,14,14
2020-01-18,15,11
2020-01-18,16,4
2020-01-18,17,2
2020-01-18,18,2
2020-01-18,19,1
2020-01-18,20,2
2020-01-18,21,5
2020-01-18,22,11
2020-01-18,23,6
2020-01-18,24,7
2020-01-18,25,3
2020-01-18,26,1
2020-01-18,27,7
2020-01-18,28,5
2020-01-18,29,9
2020-01-18,30,4
2020-01-18,31,2
2020-01-18,33,5
2020-01-18,34,4
2020-01-18,35,6
2020-01-18,36,6
2020-01-18,37,6
2020-01-18,38,6
2020-01-18,39,1
2020-01-18,40,2
2020-01-18,41,4
2020-01-18,42,5
2020-01-18,43,6
2020-01-18,44,3
2020-01-18,45,3
2020-01-18,46,2
2020-01-18,47,4
2020-01-18,48,1
2020-01-18,49,6
2020-01-18,50,7
2020-01-18,51,4
2020-01-18,52,5
2020-01-18,53,3
2020-01-18,54,4
2020-01-18,55,1
2020-01-18,56,3
2020-01-18,57,6
2020-01-18,58,1
2020-01-18,59,3
2020-01-18,60,3
2020-01-18,61,2
2020-01-18,62,1
2020-01-18,63,3
2020-01-18,64,3
2020-01-18,65,3
2020-01-18,66,3
2020-01-18,67,4
2020-01-18,68,1
2020-01-18,69,1
2020-01-18,70,1
2020-01-18,71,1
2020-01-18,72,1
2020-01-18,73,1
2020-01-18,75,2
2020-01-18,77,3
2020-01-18,78,1
2020-01-18,79,1
2020-01-18,80,1
2020-01-18,81,2
2020-01-18,82,3
2020-01-18,83,1
2020-01-18,85,1
2020-01-18,86,1
2020-01-18,87,2
2020-01-18,88,3
2020-01-18,89,1
2020-01-18,91,2
2020-01-18,92,1
2020-01-18,93,2
2020-01-18,94,1
2020-01-18,96,1
2020-01-18,97,1
2020-01-18,98,2
2020-01-18,99,3
2020-01-18,100,1
2020-01-18,101,2
2020-01-18,102,2
2020-01-18,105,3
2020-01-18,106,1
2020-01-18,108,1
2020-01-18,110,1
2020-01-18,112,2
2020-01-18,113,3
2020-01-18,114,2
2020-01-18,115,4
2020-01-18,116,2
2020-01-18,117,2
2020-01-18,119,3
2020-01-18,120,2
2020-01-18,121,3
2020-01-18,122,1
2020-01-18,123,1
2020-01-18,124,2
2020-01-18,125,6
2020-01-18,126,5
2020-01-18,127,2
2020-01-18,128,1
2020-01-18,129,6
2020-01-18,130,5
2020-01-18,131,3
2020-01-18,132,1
2020-01-18,133,5
2020-01-18,134,2
2020-01-18,135,3
2020-01-18,136,2
2020-01-18,137,1
2020-01-18,138,5
2020-01-18,139,2
2020-01-18,140,2
2020-01-18,141,8
2020-01-18,142,2
2020-01-18,143,2
2020-01-18,144,1
2020-01-18,145,3
2020-01-18,146,1
2020-01-18,147,2
2020-01-18,148,4
2020-01-18,149,3
2020-01-18,150,8
2020-01-18,151,5
2020-01-18,152,5
2020-01-18,153,3
2020-01-18,154,1
2020-01-18,156,4
2020-01-18,157,5
2020-01-18,159,2
2020-01-18,160,4
2020-01-18,161,1
2020-01-18,162,2
2020-01-18,164,2
2020-01-18,165,2
2020-01-18,166,3
2020-01-18,167,4
2020-01-18,168,5
2020-01-18,169,3
2020-01-18,170,2
2020-01-18,171,1
2020-01-18,172,1
2020-01-18,173,1
2020-01-18,175,1
2020-01-18,176,2
2020-01-18,178,4
2020-01-18,179,1
2020-01-18,180,3
2020-01-18,181,3
2020-01-18,183,1
2020-01-18,184,4
2020-01-18,185,2
2020-01-18,186,1
2020-01-18,187,3
2020-01-18,188,3
2020-01-18,190,2
2020-01-18,191,1
2020-01-18,192,1
2020-01-18,193,5
2020-01-18,194,1
2020-01-18,196,3
2020-01-18,197,3
2020-01-18,198,1
2020-01-18,199,3
2020-01-18,200,2
2020-01-18,203,1
2020-01-18,204,2
2020-01-18,205,1
2020-01-18,208,1
2020-01-18,209,1
2020-01-18,210,1
2020-01-18,212,4
2020-01-18,213,6
2020-01-18,214,4
2020-01-18,215,3
2020-01-18,216,4
2020-01-18,218,1
2020-01-18,219,1
2020-01-18,220,5
2020-01-18,221,3
2020-01-18,222,2
2020-01-18,223,2
2020-01-18,224,1
2020-01-18,225,1
2020-01-18,226,1
2020-01-18,227,4
2020-01-18,228,8
2020-01-18,229,2
2020-01-18,230,2
2020-01-18,233,5
2020-01-18,234,1
2020-01-18,235,4
2020-01-18,236,5
2020-01-18,237,3
2020-01-18,239,1
2020-01-18,240,5
2020-01-18,241,9
2020-01-18,242,3
2020-01-18,243,2
2020-01-18,244,2
2020-01-18,245,2
2020-01-18,246,2
2020-01-18,247,4
2020-01-18,248,2
2020-01-18,249,1
2020-01-18,250,6
2020-01-18,251,3
2020-01-18,252,1
2020-01-18,253,2
2020-01-18,254,1
2020-01-18,255,2
2020-01-18,256,8
2020-01-18,257,1
2020-01-18,259,1
2020-01-18,260,1
2020-01-18,261,3
2020-01-18,266,1
2020-01-18,268,1
2020-01-18,273,2
2020-01-18,274,3
2020-01-18,275,1
2020-01-18,276,1
2020-01-18,277,1
2020-01-18,281,2
2020-01-18,284,2
2020-01-18,290,3
2020-01-18,291,1
2020-01-18,292,2
2020-01-18,294,4
2020-01-18,295,1
2020-01-18,296,1
2020-01-18,301,4
2020-01-18,302,4
2020-01-18,305,4
2020-01-18,307,1
2020-01-19,0,346
2020-01-19,1,1
2020-01-19,2,3
2020-01-19,3,3
2020-01-19,4,2
2020-01-19,5,1
2020-01-19,6,6
2020-01-19,7,6
2020-01-19,8,6
2020-01-19,9,4
2020-01-19,11,1
2020-01-19,13,3
2020-01-19,14,15
2020-01-19,15,3
2020-01-19,16,2
2020-01-19,17,1
2020-01-19,18,3
2020-01-19,19,4
2020-01-19,20,11
2020-01-19,21,9
2020-01-19,22,5
2020-01-19,23,5
2020-01-19,24,2
2020-01-19,25,3
2020-01-19,26,2
2020-01-19,27,3
2020-01-19,28,5
2020-01-19,29,2
2020-01-19,30,3
2020-01-19,31,1
2020-01-19,32,1
2020-01-19,33,5
2020-01-19,34,1
2020-01-19,35,7
2020-01-19,37,5
2020-01-19,38,4
2020-01-19,40,1
2020-01-19,41,1
2020-01-19,42,1
2020-01-19,44,1
2020-01-19,45,2
2020-01-19,46,3
2020-01-19,47,2
2020-01-19,48,10
2020-01-19,49,4
2020-01-19,50,4
2020-01-19,51,2
2020-01-19,52,1
2020-01-19,53,4
2020-01-19,54,3
2020-01-19,56,3
2020-01-19,57,1
2020-01-19,58,2
2020-01-19,59,3
2020-01-19,60,2
2020-01-19,61,2
2020-01-19,62,1
2020-01-19,63,2
2020-01-19,64,1
2020-01-19,66,2
2020-01-19,67,2
2020-01-19,68,2
2020-01-19,69,1
2020-01-19,70,2
2020-01-19,72,1
2020-01-19,73,1
2020-01-19,74,3
2020-01-19,75,1
2020-01-19,77,1
2020-01-19,78,1
2020-01-19,79,2
2020-01-19,80,1
2020-01-19,81,1
2020-01-19,82,2
2020-01-19,83,1
2020-01-19,84,4
2020-01-19,85,2
2020-01-19,86,1
2020-01-19,87,2
2020-01-19,88,1
2020-01-19,89,1
2020-01-19,90,1
2020-01-19,91,1
2020-01-19,93,1
2020-01-19,94,2
2020-01-19,95,2
2020-01-19,98,3
2020-01-19,99,2
2020-01-19,101,2
2020-01-19,102,1
2020-01-19,104,3
2020-01-19,106,2
2020-01-19,107,2
2020-01-19,108,1
2020-01-19,109,1
2020-01-19,111,1
2020-01-19,112,1
2020-01-19,114,1
2020-01-19,115,1
2020-01-19,116,1
2020-01-19,117,3
2020-01-19,118,1
2020-01-19,119,4
2020-01-19,120,2
2020-01-19,121,2
2020-01-19,122,2
2020-01-19,123,3
2020-01-19,124,1
2020-01-19,125,4
2020-01-19,126,3
2020-01-19,127,3
2020-01-19,129,1
2020-01-19,130,2
2020-01-19,131,4
2020-01-19,132,4
2020-01-19,133,6
2020-01-19,134,2
2020-01-19,135,1
2020-01-19,136,3
2020-01-19,137,2
2020-01-19,138,4
2020-01-19,139,4
2020-01-19,140,3
2020-01-19,141,3
2020-01-19,143,5
2020-01-19,144,3
2020-01-19,145,2
2020-01-19,146,5
2020-01-19,147,3
2020-01-19,148,1
2020-01-19,149,2
2020-01-19,150,2
2020-01-19,151,5
2020-01-19,152,3
2020-01-19,153,1
2020-01-19,154,3
2020-01-19,155,2
2020-01-19,156,4
2020-01-19,157,4
2020-01-19,158,3
2020-01-19,159,6
2020-01-19,162,1
2020-01-19,164,1
2020-01-19,165,3
2020-01-19,166,5
2020-01-19,167,5
2020-01-19,168,2
2020-01-19,169,1
2020-01-19,171,1
2020-01-19,174,1
2020-01-19,175,1
2020-01-19,179,1
2020-01-19,181,1
2020-01-19,183,1
2020-01-19,184,2
2020-01-19,186,3
2020-01-19,187,1
2020-01-19,188,2
2020-01-19,189,1
2020-01-19,190,4
2020-01-19,191,1
2020-01-19,193,1
2020-01-19,194,1
2020-01-19,195,4
2020-01-19,196,1
2020-01-19,197,1
2020-01-19,198,4
2020-01-19,199,4
2020-01-19,201,1
2020-01-19,202,2
2020-01-19,203,2
2020-01-19,204,1
2020-01-19,205,3
2020-01-19,207,1
2020-01-19,208,3
2020-01-19,210,4
2020-01-19,211,7
2020-01-19,212,3
2020-01-19,213,2
2020-01-19,214,2
2020-01-19,215,2
2020-01-19,216,1
2020-01-19,217,2
2020-01-19,218,6
2020-01-19,219,3
2020-01-19,220,1
2020-01-19,221,1
2020-01-19,222,4
2020-01-19,223,1
2020-01-19,224,2
2020-01-19,225,1
2020-01-19,226,2
2020-01-19,227,2
2020-01-19,228,7
2020-01-19,229,3
2020-01-19,232,10
2020-01-19,233,4
2020-01-19,234,3
2020-01-19,235,1
2020-01-19,236,3
2020-01-19,237,1
2020-01-19,238,1
2020-01-19,239,1
2020-01-19,240,3
2020-01-19,241,1
2020-01-19,243,3
2020-01-19,244,2
2020-01-19,246,4
2020-01-19,247,3
2020-01-19,248,3
2020-01-19,250,2
2020-01-19,251,2
2020-01-19,253,4
2020-01-19,255,3
2020-01-19,256,1
2020-01-19,257,1
2020-01-19,258,4
2020-01-19,259,2
2020-01-19,261,1
2020-01-19,262,1
2020-01-19,264,3
2020-01-19,265,1
2020-01-19,266,1
2020-01-19,269,1
2020-01-19,271,2
2020-01-19,273,1
2020-01-19,275,2
2020-01-19,277,3
2020-01-19,280,4
2020-01-19,283,2
2020-01-19,285,1
2020-01-19,286,1
2020-01-19,287,2
2020-01-19,288,1
2020-01-19,289,3
2020-01-19,291,1
2020-01-19,293,4
2020-01-19,297,1
2020-01-19,300,1
2020-01-19,301,3
2020-01-19,302,1
2020-01-19,305,1
2020-01-20,0,247
2020-01-20,1,3
2020-01-20,3,1
2020-01-20,4,2
2020-01-20,5,3
2020-01-20,6,2
2020-01-20,7,3
2020-01-20,9,2
2020-01-20,10,1
2020-01-20,11,2
2020-01-20,12,4
2020-01-20,13,1
2020-01-20,14,5
2020-01-20,15,2
2020-01-20,16,1
2020-01-20,17,1
2020-01-20,18,3
2020-01-20,19,7
2020-01-20,20,2
2020-01-20,21,2
2020-01-20,23,1
2020-01-20,24,2
2020-01-20,25,4
2020-01-20,26,1
2020-01-20,27,1
2020-01-20,28,4
2020-01-20,30,1
2020-01-20,31,1
2020-01-20,32,4
2020-01-20,33,4
2020-01-20,34,3
2020-01-20,35,2
2020-01-20,36,2
2020-01-20,37,2
2020-01-20,38,1
2020-01-20,39,2
2020-01-20,40,1
2020-01-20,41,2
2020-01-20,43,1
2020-01-20,44,5
2020-01-20,45,2
2020-01-20,46,5
2020-01-20,47,8
2020-01-20,48,5
2020-01-20,49,3
2020-01-20,50,1
2020-01-20,51,2
2020-01-20,52,1
2020-01-20,54,3
2020-01-20,55,1
2020-01-20,56,2
2020-01-20,57,1
2020-01-20,58,3
2020-01-20,59,1
2020-01-20,61,2
2020-01-20,62,1
2020-01-20,63,1
2020-01-20,64,2
2020-01-20,65,2
2020-01-20,66,3
2020-01-20,67,4
2020-01-20,68,2
2020-01-20,75,2
2020-01-20,76,2
2020-01-20,77,3
2020-01-20,80,1
2020-01-20,83,1
2020-01-20,85,2
2020-01-20,86,1
2020-01-20,90,1
2020-01-20,94,1
2020-01-20,95,1
2020-01-20,96,1
2020-01-20,97,1
2020-01-20,98,1
2020-01-20,99,3
2020-01-20,100,1
2020-01-20,104,1
2020-01-20,105,1
2020-01-20,106,2
2020-01-20,107,1
2020-01-20,108,1
2020-01-20,109,2
2020-01-20,110,1
2020-01-20,111,2
2020-01-20,112,1
2020-01-20,113,1
2020-01-20,115,1
2020-01-20,116,1
2020-01-20,117,4
2020-01-20,118,2
2020-01-20,121,1
2020-01-20,122,1
2020-01-20,123,3
2020-01-20,124,1
2020-01-20,125,2
2020-01-20,126,4
2020-01-20,127,6
2020-01-20,129,3
2020-01-20,130,6
2020-01-20,131,1
2020-01-20,132,6
2020-01-20,133,1
2020-01-20,134,3
2020-01-20,135,2
2020-01-20,136,2
2020-01-20,137,1
2020-01-20,138,5
2020-01-20,139,1
2020-01-20,140,1
2020-01-20,142,1
2020-01-20,143,2
2020-01-20,144,2
2020-01-20,145,2
2020-01-20,146,4
2020-01-20,147,5
2020-01-20,148,2
2020-01-20,149,1
2020-01-20,150,2
2020-01-20,151,4
2020-01-20,152,1
2020-01-20,154,2
2020-01-20,155,3
2020-01-20,156,3
2020-01-20,157,2
2020-01-20,158,4
2020-01-20,161,4
2020-01-20,162,5
2020-01-20,164,3
2020-01-20,165,4
2020-01-20,166,2
2020-01-20,168,1
2020-01-20,169,1
2020-01-20,171,3
2020-01-20,172,2
2020-01-20,173,1
2020-01-20,174,2
2020-01-20,176,1
2020-01-20,177,1
2020-01-20,178,2
2020-01-20,180,1
2020-01-20,181,3
2020-01-20,184,1
2020-01-20,185,1
2020-01-20,187,3
2020-01-20,188,1
2020-01-20,189,1
2020-01-20,191,1
2020-01-20,192,1
2020-01-20,196,1
2020-01-20,198,2
2020-01-20,199,1
2020-01-20,200,2
2020-01-20,201,1
2020-01-20,202,1
2020-01-20,203,2
2020-01-20,204,3
2020-01-20,210,1
2020-01-20,211,1
2020-01-20,213,1
2020-01-20,214,2
2020-01-20,215,1
2020-01-20,217,2
2020-01-20,218,3
2020-01-20,219,1
2020-01-20,220,1
2020-01-20,221,2
2020-01-20,222,3
2020-01-20,224,1
2020-01-20,225,4
2020-01-20,226,3
2020-01-20,227,2
2020-01-20,228,3
2020-01-20,231,3
2020-01-20,232,3
2020-01-20,233,1
2020-01-20,234,3
2020-01-20,235,4
2020-01-20,237,1
2020-01-20,238,2
2020-01-20,239,3
2020-01-20,240,2
2020-01-20,241,3
2020-01-20,242,2
2020-01-20,243,2
2020-01-20,244,2
2020-01-20,245,5
2020-01-20,246,1
2020-01-20,247,1
2020-01-20,248,3
2020-01-20,249,3
2020-01-20,251,1
2020-01-20,252,2
2020-01-20,253,1
2020-01-20,254,5
2020-01-20,255,1
2020-01-20,256,1
2020-01-20,257,2
2020-01-20,258,2
2020-01-20,259,2
2020-01-20,265,2
2020-01-20,268,2
2020-01-20,272,2
2020-01-20,273,1
2020-01-20,274,1
2020-01-20,275,1
2020-01-20,282,1
2020-01-20,284,1
2020-01-20,285,1
2020-01-20,286,3
2020-01-20,287,1
2020-01-20,288,1
2020-01-20,291,2
2020-01-20,292,3
2020-01-20,293,2
2020-01-20,299,3
2020-01-20,300,1
2020-01-20,301,2
2020-01-20,303,3
2020-01-21,0,207
2020-01-21,1,3
2020-01-21,2,2
2020-01-21,3,3
2020-01-21,4,3
2020-01-21,5,4
2020-01-21,6,4
2020-01-21,7,1
2020-01-21,8,2
2020-01-21,10,3
2020-01-21,11,2
2020-01-21,12,2
2020-01-21,13,1
2020-01-21,14,6
2020-01-21,15,2
2020-01-21,16,2
2020-01-21,17,5
2020-01-21,18,8
2020-01-21,19,4
2020-01-21,20,4
2020-01-21,21,2
2020-01-21,22,1
2020-01-21,23,2
2020-01-21,24,7
2020-01-21,25,8
2020-01-21,26,3
2020-01-21,27,2
2020-01-21,28,3
2020-01-21,29,1
2020-01-21,30,4
2020-01-21,31,1
2020-01-21,32,4
2020-01-21,33,3
2020-01-21,34,1
2020-01-21,35,1
2020-01-21,36,1
2020-01-21,39,3
2020-01-21,40,2
2020-01-21,42,1
2020-01-21,43,1
2020-01-21,44,2
2020-01-21,45,3
2020-01-21,46,3
2020-01-21,48,2
2020-01-21,52,3
2020-01-21,53,3
2020-01-21,54,5
2020-01-21,55,2
2020-01-21,56,1
2020-01-21,57,1
2020-01-21,60,1
2020-01-21,63,1
2020-01-21,66,2
2020-01-21,68,2
2020-01-21,69,1
2020-01-21,71,1
2020-01-21,72,1
2020-01-21,75,1
2020-01-21,76,2
2020-01-21,82,2
2020-01-21,83,1
2020-01-21,86,3
2020-01-21,102,1
2020-01-21,104,1
2020-01-21,107,1
2020-01-21,113,1
2020-01-21,115,2
2020-01-21,116,6
2020-01-21,117,4
2020-01-21,120,2
2020-01-21,121,3
2020-01-21,123,2
2020-01-21,124,1
2020-01-21,125,2
2020-01-21,126,2
2020-01-21,129,1
2020-01-21,130,4
2020-01-21,131,1
2020-01-21,132,3
2020-01-21,133,1
2020-01-21,134,2
2020-01-21,135,2
2020-01-21,136,1
2020-01-21,137,4
2020-01-21,138,1
2020-01-21,139,1
2020-01-21,141,2
2020-01-21,142,2
2020-01-21,143,3
2020-01-21,144,1
2020-01-21,145,1
2020-01-21,146,3
2020-01-21,148,1
2020-01-21,149,1
2020-01-21,150,1
2020-01-21,151,1
2020-01-21,153,1
2020-01-21,154,3
2020-01-21,155,3
2020-01-21,156,3
2020-01-21,157,2
2020-01-21,159,1
2020-01-21,160,2
2020-01-21,161,5
2020-01-21,162,1
2020-01-21,163,4
2020-01-21,164,2
2020-01-21,165,3
2020-01-21,169,1
2020-01-21,171,1
2020-01-21,172,1
2020-01-21,173,1
2020-01-21,174,2
2020-01-21,176,2
2020-01-21,177,1
2020-01-21,178,1
2020-01-21,179,4
2020-01-21,181,2
2020-01-21,182,1
2020-01-21,185,1
2020-01-21,193,1
2020-01-21,195,1
2020-01-21,200,1
2020-01-21,201,1
2020-01-21,203,1
2020-01-21,206,1
2020-01-21,209,2
2020-01-21,211,3
2020-01-21,212,1
2020-01-21,213,1
2020-01-21,215,1
2020-01-21,216,1
2020-01-21,217,2
2020-01-21,218,2
2020-01-21,219,1
2020-01-21,220,2
2020-01-21,222,1
2020-01-21,224,2
2020-01-21,225,2
2020-01-21,226,5
2020-01-21,227,4
2020-01-21,230,3
2020-01-21,231,1
2020-01-21,232,1
2020-01-21,233,5
2020-01-21,234,1
2020-01-21,236,1
2020-01-21,237,1
2020-01-21,238,3
2020-01-21,239,1
2020-01-21,240,2
2020-01-21,241,2
2020-01-21,243,1
2020-01-21,244,3
2020-01-21,245,4
2020-01-21,248,1
2020-01-21,251,1
2020-01-21,252,5
2020-01-21,253,1
2020-01-21,256,2
2020-01-21,259,1
2020-01-21,262,1
2020-01-21,263,2
2020-01-21,264,1
2020-01-21,267,1
2020-01-21,268,2
2020-01-21,269,1
2020-01-21,271,1
2020-01-21,272,1
2020-01-21,275,1
2020-01-21,283,2
2020-01-21,284,1
2020-01-21,286,2
2020-01-21,287,5
2020-01-21,290,1
2020-01-21,291,3
2020-01-21,296,1
2020-01-21,298,1
2020-01-21,302,1
2020-01-21,304,1
2020-01-22,0,207
2020-01-22,1,3
2020-01-22,2,3
2020-01-22,3,4
2020-01-22,4,5
2020-01-22,7,1
2020-01-22,8,1
2020-01-22,9,2
2020-01-22,10,3
2020-01-22,11,3
2020-01-22,12,1
2020-01-22,13,1
2020-01-22,14,4
2020-01-22,15,2
2020-01-22,16,5
2020-01-22,17,6
2020-01-22,18,2
2020-01-22,19,2
2020-01-22,20,5
2020-01-22,21,2
2020-01-22,22,2
2020-01-22,23,5
2020-01-22,24,5
2020-01-22,25,2
2020-01-22,26,2
2020-01-22,28,2
2020-01-22,29,3
2020-01-22,30,2
2020-01-22,31,4
2020-01-22,32,4
2020-01-22,33,2
2020-01-22,34,1
2020-01-22,37,6
2020-01-22,38,2
2020-01-22,39,4
2020-01-22,40,2
2020-01-22,41,2
2020-01-22,42,2
2020-01-22,43,1
2020-01-22,44,4
2020-01-22,45,3
2020-01-22,46,3
2020-01-22,47,3
2020-01-22,48,3
2020-01-22,49,1
2020-01-22,50,1
2020-01-22,51,3
2020-01-22,52,1
2020-01-22,53,3
2020-01-22,54,1
2020-01-22,55,1
2020-01-22,56,3
2020-01-22,58,3
2020-01-22,59,2
2020-01-22,61,2
2020-01-22,63,3
2020-01-22,64,1
2020-01-22,66,4
2020-01-22,68,1
2020-01-22,70,1
2020-01-22,76,2
2020-01-22,77,3
2020-01-22,79,1
2020-01-22,80,2
2020-01-22,87,1
2020-01-22,91,1
2020-01-22,92,1
2020-01-22,93,2
2020-01-22,97,2
2020-01-22,99,1
2020-01-22,100,2
2020-01-22,103,4
2020-01-22,104,2
2020-01-22,106,1
2020-01-22,107,1
2020-01-22,108,2
2020-01-22,109,2
2020-01-22,114,2
2020-01-22,115,4
2020-01-22,117,3
2020-01-22,118,2
2020-01-22,119,1
2020-01-22,120,3
2020-01-22,121,3
2020-01-22,124,4
2020-01-22,125,5
2020-01-22,126,2
2020-01-22,127,2
2020-01-22,129,2
2020-01-22,130,1
2020-01-22,131,3
2020-01-22,132,1
2020-01-22,133,2
2020-01-22,134,1
2020-01-22,136,1
2020-01-22,137,1
2020-01-22,138,2
2020-01-22,139,3
2020-01-22,140,1
2020-01-22,141,2
2020-01-22,142,3
2020-01-22,143,1
2020-01-22,144,2
2020-01-22,145,3
2020-01-22,146,3
2020-01-22,147,3
2020-01-22,148,2
2020-01-22,149,4
2020-01-22,150,1
2020-01-22,151,1
2020-01-22,152,1
2020-01-22,153,3
2020-01-22,154,4
2020-01-22,155,3
2020-01-22,156,3
2020-01-22,157,1
2020-01-22,159,2
2020-01-22,160,2
2020-01-22,161,1
2020-01-22,162,2
2020-01-22,164,6
2020-01-22,167,1
2020-01-22,168,1
2020-01-22,169,2
2020-01-22,170,1
2020-01-22,171,2
2020-01-22,172,1
2020-01-22,173,2
2020-01-22,174,4
2020-01-22,175,1
2020-01-22,176,1
2020-01-22,177,2
2020-01-22,178,2
2020-01-22,180,1
2020-01-22,183,1
2020-01-22,184,1
2020-01-22,187,3
2020-01-22,190,1
2020-01-22,191,2
2020-01-22,193,2
2020-01-22,194,1
2020-01-22,196,1
2020-01-22,198,2
2020-01-22,199,2
2020-01-22,200,1
2020-01-22,202,1
2020-01-22,203,1
2020-01-22,204,2
2020-01-22,208,4
2020-01-22,209,1
2020-01-22,211,4
2020-01-22,212,3
2020-01-22,215,5
2020-01-22,216,5
2020-01-22,217,2
2020-01-22,218,1
2020-01-22,219,5
2020-01-22,222,2
2020-01-22,224,3
2020-01-22,225,2
2020-01-22,226,6
2020-01-22,229,5
2020-01-22,230,2
2020-01-22,231,1
2020-01-22,232,1
2020-01-22,233,6
2020-01-22,236,2
2020-01-22,237,2
2020-01-22,238,4
2020-01-22,239,1
2020-01-22,241,2
2020-01-22,242,1
2020-01-22,243,2
2020-01-22,244,4
2020-01-22,247,2
2020-01-22,248,1
2020-01-22,250,1
2020-01-22,251,1
2020-01-22,252,3
2020-01-22,253,1
2020-01-22,255,3
2020-01-22,257,1
2020-01-22,262,1
2020-01-22,268,1
2020-01-22,272,1
2020-01-22,275,1
2020-01-22,277,1
2020-01-22,278,1
2020-01-22,279,1
2020-01-22,280,1
2020-01-22,284,2
2020-01-22,285,2
2020-01-22,286,2
2020-01-22,290,2
2020-01-22,291,1
2020-01-22,292,1
2020-01-22,295,1
2020-01-22,296,1
2020-01-22,299,1
